gene
TM9SF3
SPAG9
NRP2
CD36
H3C8
ACTN3
CDON
CLEC14A
HOMEZ
GABRA4
BAZ2A
HELT
STK11
PRKG1
TRO
MCF2L
TMEM230
MYO9B
ATXN7L2
PARP14
NRIP3
CYTIP
ITIH6
TDGF1P3
PPME1
OR4K5
PAX4
SPATC1L
TMEM64
NBPF12
PCDHGA2
SALL2
SCAF11
TMEM42
PCDHB9
FGA
C10orf90
USF2
MAP7D2
KANSL3
OR5AU1
ABL1
CCDC146
ADGRE1
KRT5
LONRF3
ARHGEF26
RPSA
SPATA2L
UBAP1L
MGAM
OVCH1
WDR49
HOXA9
TBC1D26
TOGARAM1
OR2L13
PLCD4
NAV1
OLFM1
OR51Q1
ZNF324
PALLD
COPS5
OCRL
ABCG2
MGA
CCK
USP37
ELFN1
PHF21A
OR2T33
ZNF442
FLRT3
FOLH1
PRKAG1
ZFP69
GPAM
TSGA10IP
LAMB3
NGFR
DACT2
BCAM
PMM2
RAB3A
LYPLA2
SLC19A1
PNPLA5
CCBE1
FBXW5
TRDN
NCOA7
ARHGAP39
TMSB15A
ANKRD55
SOX9
MYOD1
PFAS
CRX
SLC9A9
DGAT2L6
NLRP2
TAS2R50
EYS
MEF2C
MYO15B
CADPS2
PRAMEF1
KLHL24
H2AC7
ITGB3BP
IL10RA
CAPN9
NPPB
HSPB1
CDC27
TMTC4
ZFR
ADAR
VSIG8
PIGR
SCN9A
ACCS
SH2D7
ITGAX
NLN
ADAM21
SULT2A1
ABL2
MMP12
KRT17
IL37
SGPP2
CUBN
SWI5
ADAMTS8
KMT2B
E4F1
ZFP91
RELA
SLC13A4
AGAP4
GRID2IP
CREB3L2
SLC4A3
DLL3
WFDC5
FUT1
ABCB9
NPM1
PGF
MALL
H2BC4
CNTN2
GLRA3
CREB3L4
CDA
PLXNA1
MSH2
MUC6
BCL11B
ACTL9
CTNND1
PCDHA1
TENM4
PNMA6E
ATF1
RAPGEF4
LRRC37A2
FCHSD1
LCE1C
GRIA4
SPTAN1
PCDHGA10
CABLES1
TM9SF2
MAGEB5
CD1D
SIX5
SLC22A13
CHRNA4
AGBL2
RASIP1
MMS19
PCSK6
CRISP3
MPEG1
SPP2
VPS54
LARP1
ARIH2
DLEC1
LDLRAD4
CCR7
EXOC7
BRCA1
SYT10
RBM33
PRKCB
ACKR2
KDR
MAGEE2
TCTE1
HHATL
ITGAE
LIN54
UTP18
IGDCC3
FBN3
PPP1R3D
TIAL1
DCN
ERCC6
ATG14
TENT5A
PZP
MAGEB3
PON1
MINPP1
RSPH14
OR2L2
LGR6
OR6K3
GUCY2F
MRGPRX3
XAGE2
MUC5AC
MYO3B
PLK3
ALG13
TDRD15
HECW2
PPT1
KIF1B
MSH4
NPSR1
ALDH3B1
ADAMTS15
IFI44L
MRPL53
VPS8
CD27
TMEM132B
GABRA6
PDXDC1
TMEM94
FZD10
F8
MYH14
TLL1
PIGK
SLC12A2
OPN1LW
PGM5
EPYC
THBS1
GLDN
COL9A2
MAGEC1
BTBD8
ZNF700
NRCAM
EPHB4
STX3
TP53BP2
SLC36A1
FMR1NB
ETV3
CDHR1
TMEM108
PTPRN
ATP1A3
CACNA2D1
STRAP
CEP192
RBM46
OR51G1
PRKRIP1
CCHCR1
TRAPPC10
STXBP1
CEP57
PODXL
PCSK1
PLCD3
ABCA7
HECTD1
PPFIA2
TGIF2LX
CDK11B
GPR22
WNK4
ADCY9
BRD3
INSRR
KIRREL1
SKOR2
SPEG
DNMT3A
SAV1
TXNDC2
ENPP6
AR
TMEM151B
RSPO3
OR8H2
SLC25A24
SH3BP2
RUSC1
KCNJ12
GPR139
SPON1
TCN2
GABRG2
FREM3
ADAM33
CLASP2
OR2T5
OTOP3
SORCS1
ERCC2
ADGRF5
ADAM28
ZNHIT2
NUP160
TRAF6
ADCY1
DCAF4L2
EXOSC5
TMEM270
COPB1
FGD6
FOXD1
ALDH3B2
PLEKHN1
BSND
SSX4
GML
ZDHHC6
PTH2
TTC3
ALG8
STAT1
CACNA1H
TMEM225
OR51C1P
NBEA
NKX2-1
MDM2
WDR27
MEMO1
GAS2
CTNNB1
ANK3
ARMC5
LINGO3
CCNK
KCNC2
GLB1L2
CLCN2
ZNF578
SRC
ABCB4
ID2
LPA
SIRT3
TDRD5
FOXS1
PLXNB2
ZNF419
EXOC3L4
HS6ST1
ZNF233
SCAF8
ABTB2
ZNF667
PSPH
NDUFAF7
PCK2
PAH
ACACA
PLXNC1
SIGLEC6
ZNF738
C5AR2
NSD3
POLR1A
LMO2
OR10K1
C6
TRIM35
CDK5RAP2
NDUFS1
PRR35
ZNF441
SEC24B
POSTN
ITGA3
RGPD3
MEGF9
BNC1
DEPDC1B
ZNF45
FCGR2B
OR5A2
AZI2
FPR2
CD6
LCOR
PDLIM5
N4BP2
RXFP3
DSCAML1
ARHGAP19
CT47B1
H1-4
SLC25A19
AKAP9
DPYD
DNAH5
PRPF40A
TONSL
RBM47
WASHC1
TFEB
SP8
NEFH
CYP2A7
NCR3LG1
KCNV1
HELZ
PRR32
B3GALT6
TSPAN17
PMVK
AGAP1
MMRN2
PDE4A
OBSL1
NFRKB
H2AC21
PDE10A
NBPF20
DPP3
ATP6V1B2
NXPH2
ZSCAN18
FEM1A
ZNF492
OR2L3
PDCL2
BTK
ALDOC
NDST1
EPHA3
CYBB
IQCJ-SCHIP1
MCM2
SNAPC4
PPP1CA
ANO3
EIF2AK4
SP3
KRT75
BICD2
GPAA1
TUBA3D
SUZ12
GATA2
LTB
GPR156
ZDHHC11
CEP83
MUC1
ALDH9A1
WRAP73
PCDHB16
ZNF254
PRMT8
RIPPLY3
OR11G2
SLC6A12
HMCN2
KCNK15
FCGR3A
HTR2A
CEP89
MARK1
OR5P3
PSG9
KRTAP4-12
EIF5
KCNH7
ADSL
LRCH4
NR1D1
RELB
MCOLN3
FRS3
ACAP1
AVEN
MYL1
GCNT1
GMEB2
ZSCAN31
TPO
MESP1
CHFR
ANKAR
NPIPB5
NMUR1
CTBP2
DDX52
RIN3
GIT2
RNF217
ZNF746
MATN2
ZNF225
SPOP
QNG1
SPAST
TRD
TRIM56
TTF2
TMC1
TRIM65
FGD2
PSORS1C2
ZMAT4
RPH3A
WIPF3
LRP2BP
DPY19L2
BCL2L13
CDH26
TMEM135
MTHFR
CHEK1
MARK2
USP29
KRTAP13-1
LIPE
SPARC
PEX12
RNF183
WTIP
MMP25
E2F1
ZNF215
DYSF
ELMO1
IFNA6
GNL3L
DRG2
AGAP3
ESRRG
ACTMAP
MMAA
COL12A1
HERC5
MAGI3
MPRIP
KAT6A
SLC27A5
ACTN2
MLLT10
CBLB
ACAD9
KRT74
AGR2
SMARCAL1
TTYH1
DYNC1H1
MAGEA9B
LAMP3
CCDC15
PEX1
FOXD2
WDR81
CLIP4
SMCHD1
MAZ
FERD3L
KIF20B
KRT35
AREG
ARMH3
ATM
CCDC7
SLITRK6
ZNF100
SBF2
ZNF544
DGKE
AFP
NUP188
ZNF782
PARG
GAS6
KIAA0319L
PTPN11
ADCY8
S100A12
PADI6
MEX3D
SUPV3L1
IGSF5
GRHL2
SNRPD3
IGSF9
FHDC1
COL23A1
SLC13A1
CBLIF
POGLUT3
SYT17
TULP4
RAB14
SERPINC1
ALDH1B1
PAM
ARFGAP3
SMURF2
SKOR1
H1-5
SKP2
LRRC20
MYT1L
TMEM74B
UBR5
DAZAP1
MAP2K1
KLK2
ADAMTS4
FBXW7
ADGRB3
CYP11B1
NKTR
RYR1
C4orf50
OBSCN
C2orf42
EDN1
TARS1
RASAL2
NKX3-1
OR10T2
KRTAP5-11
NAGS
KIFC1
SERPINA5
GOLM1
ZNF211
TNFRSF1A
ZNF268
ABCB10
RGMA
TBC1D9
XRRA1
KLHDC8A
MYH4
ACLY
KRTAP4-6
LRFN5
YBX1
EPS8L1
ARHGEF17
DNAJC28
LCMT2
IRS4
CRYBG3
NME8
GAD1
LCE2A
EDIL3
FASTKD1
NPAS3
APCS
KRT6B
PLAGL1
SYNGR4
ZNF575
SERPINA11
FER1L5
ITGA1
KANSL1
SLC4A1
ANO4
MROH6
COX7B
CSNK2A1
TNPO1
SYT6
TSPOAP1
ATP13A4
RUFY2
PCP4L1
HIBADH
MCM10
ZNF696
TACSTD2
ACVR1
HOOK1
OR52B6
ANO8
EYA4
KCNH5
ENO1
TOPORS
ZFP36L2
HIPK3
MYOZ3
TRMT11
TUBA1B
OPCML
PRH2
GRM7
ZNF66
HMGCR
GPS2
KCTD19
RNF38
PROKR2
MTMR4
GLIS3
USP8
RHOT1
NEU4
MET
ANKRD27
COL6A2
TRAT1
ZNF208
PCDH18
ARHGAP24
PRAMEF10
HDAC5
LCE1F
NBAS
KRT222
SLC9A7
DOCK3
CD5L
SLC17A4
EFCAB13
RCBTB2
CTNND2
PDHA1
ASCC3
CNOT10
TRARG1
OR52K1
PRDM1
C2orf16
NLK
XPOT
PDGFRB
TLR4
CEP170
MED13
USP33
OR56A4
DMTF1
NCAM1
POTEC
ZZEF1
SNX17
MON1B
TTLL2
MAPKAPK5
HSD3B2
SH3TC2
TNFAIP2
BSN
NOL4
CXorf51B
FAM180B
ZNF444
KRTAP19-1
SHANK2
HSP90AA1
DENND3
TTLL7
SKIC2
COL21A1
ARRB2
PKD2
FHOD3
GOLGA8S
GFI1
PCDHA13
ALX4
TMCO6
ZYG11B
CTNNA1
DEFB112
KIF21A
ASIC2
WDR33
ZBTB7B
SYK
SEMA6A
ANKRD34B
ZNF723
SLC41A2
TMPRSS6
CBFB
ADGRB1
SLC19A3
FAM193B
CTC1
BLZF1
KCNK12
COL11A1
TXNRD3
SEMG1
CABIN1
CD8B
AK5
TTC21A
FGF10
GPR26
L3MBTL3
MYBPC3
ASAP3
OR2T27
OR10R2
RHOH
GTF2IRD2B
CFAP74
EPHA4
PRR36
MGAT3
UGT1A10
KRT25
LPIN1
PROZ
FBXO46
ZNF486
HTR1F
CARMIL3
GCN1
COL27A1
EVL
RBBP5
MROH2A
PPP1R16A
DNAI7
INSC
DNAJC13
PTPN4
TMPRSS11A
ODAD2
FGD5
OR4L1
RUNX3
COL5A3
CHRDL2
SLC27A6
NBPF4
GTF2H4
HMCN1
ADGRG4
VASP
ZNF138
FBXL6
ZNF839
FRAS1
CDH22
LRRN2
MED12L
IGLON5
SLC8A2
SEPTIN1
MRPL41
CHD7
KRTAP10-7
PTGDR2
WFIKKN1
RCE1
MYH10
POTEM
PDGFB
MAP3K14
ZBED1
SLC26A3
DENND2A
ZNF609
TLNRD1
ADAMTS9
TPRG1
PCDHB4
C6orf47
SLC35G4
FAM209A
PTPN14
LRP1B
TNRC18
ZCWPW1
RPAP1
OR56B2P
WRN
BMPER
ABCC9
UBE2I
KCTD16
TRPM3
ZNF540
ENPP2
GRIN3A
A2M
CTAGE6
OR2T34
LINS1
HNRNPA2B1
RRS1
OTUD7A
TNRC6A
IFIH1
TEKT1
OR51V1
TOR4A
WAPL
DOCK9
SYT2
ALK
CLXN
PFKFB3
IMPA1
ZNF446
SPTA1
RIMS2
ATAD1
LKAAEAR1
LRRC34
PON3
ALOX15
SLC32A1
LEO1
U2AF1
TMEM68
TSNAX
VAV3
NFE2
ACTC1
HNRNPCL2
DNAAF11
PCDHA6
ADAM30
MAGEA9
DST
TBC1D1
USP13
MYO10
DLK2
NCSTN
RBM12B
VCL
WDR59
FNTA
TPCN2
LPP
ADGRA2
IPP
STK31
HAUS6
MDP1
SPART
SH3GLB2
SPINK5
USP17L18
AMY2B
TAS2R10
MAML3
RCN2
OR8D2
UBAC1
C4orf54
DDIAS
UGT1A7
SOCS4
NADSYN1
P4HA1
ADGRE3
MPHOSPH8
RAPGEF2
KLF5
LMO1
ZNF33A
PCDHB2
FUT8
FER1L6
COL8A1
UEVLD
DNMT1
TEP1
USP25
CLEC18B
MARCHF1
ZNF107
PPP3CA
MPP7
FPR1
SCG3
POU2F2
HNRNPF
CLEC4E
HNRNPD
ZNF669
CPN2
SNX25
CLSPN
MORC1
CLASP1
SAMD7
CELSR3
DLG4
TRIM28
NELL2
RDH14
ZNF527
SLC26A5
ZNF311
FGFR4
KIF19
FAM184B
TRPV1
TTLL5
SLX4
OR2G6
SAXO2
HHIP
ERRFI1
ALDH1A3
GLRA2
F11
MAN2B1
MYH15
TAOK2
EDEM2
SEMA3E
ADAD2
PA2G4
IGSF21
SRSF1
FLNA
GRIN2A
SLCO5A1
UGDH
WDR86
CDYL
GATAD2B
TECPR1
ADGRG6
FEV
ANO10
SUPT20HL1
CEP78
ERVV-2
INHA
TRIM50
PPP4R3B
CTSA
GPRIN2
KRT79
BDKRB1
RPF1
HCRTR2
FHIP2A
PRPF19
TMEM117
ZNF420
SUOX
CTAGE9
KLHL42
CNKSR2
ITGAM
STRC
C2CD4C
RHOQ
OR10A4
BTBD10
PER3
ABCC1
MYH9
PDE6A
ARHGEF18
STAB1
HPS3
OTOGL
PDCL
PDZD2
SGPL1
CSNK2B
HEPH
RXRA
LIMCH1
HOXA11
PCDHB3
SRGAP1
TNFRSF17
SUN2
EMSY
IL1RL2
ZZZ3
MMP9
GRIP2
HJURP
GAREM1
KSR1
SEC24A
TRAPPC8
PIM1
TBC1D15
DOCK1
ZDHHC4
EN2
E2F3
PHLPP1
DNM1L
KLB
OR8J1
S1PR5
SLC30A3
OR7G2
UNC5B
KRT10
GOLGA6A
NAALAD2
ARID4B
OGDHL
TCF7L2
PAK2
USP9Y
CUL5
FOXA1
SLC1A5
SNRPN
TNC
TSC2
TMEM184A
ZNF689
CNOT4
TENM3
FGFR2
ABCA4
CORO7
SUGCT
ALOX5
MTF1
KRBA1
POLDIP3
VPS9D1
HOXC10
EDARADD
ZNF814
RB1
SLFN13
MCM6
FAM185A
KCNK2
TRPM1
SNRNP200
EGR2
RRAGC
CGREF1
BMP5
ABCE1
LEP
KHNYN
CNTN5
RNF213
SLC6A8
ARHGAP32
RNF112
ATP2B2
LRP4
ARL15
CELA3A
PKP2
EDA2R
MAPK4
BTNL9
LY75-CD302
PLCD1
KCNC3
LPCAT4
RPS6KA3
XPO7
NUAK2
SPEF2
PLAT
OR2AT4
WSB1
ADAMTS16
KCNN2
SHCBP1L
ADAMTS7
GRM4
CNGB1
SEMA4D
ELP2
H3C13
SIPA1L2
OR4C11
IL21R
NDUFV2
SLC22A8
FBXL3
MCTP2
FGF13
PRSS3
RIC8A
ZNF480
POLD1
PDILT
SNAI2
TMC5
CHRM4
SPRR3
SPATA31A5
EXT2
YWHAE
SEC14L1
FAM167B
ANKFY1
LELP1
FSIP2
TMED8
SMG1
CNOT6L
CAPN11
EFHB
CYP4A11
SLITRK3
GNAI2
CSGALNACT2
TMEM145
ADCY5
WDR19
XRCC4
PABPC4L
RAP1B
OR2M4
NKX6-2
MAG
KRT26
NPHP4
ARID1A
ATP8A1
H2BC6
SLC45A4
ZNF773
NOVA2
SPEN
RHPN2
CHD9
HNRNPUL1
VWA8
RNF43
SEC14L4
FAM83F
WT1
DAAM1
TAF5
SLC25A53
CHL1
DMRT2
NEFM
GRIN2B
PLD5
UMOD
FOXL2
LIFR
DISP2
TMPRSS9
FMN1
OR10G8
MAGI1
ABCF3
ZNF770
PLCZ1
GPR141
LIN7A
LRRC37A3
SGSM1
DDI1
SLC38A11
TIMELESS
CASD1
TLX3
TECRL
ZCCHC17
DNAH11
SLC26A7
OR4K15
HRCT1
COL4A5
KLHL2
PSD4
MKX
SP110
ISLR2
MCFD2
ATN1
NMUR2
MIXL1
OR2B11
FAM124B
QRICH2
COL9A3
ZMYND11
WDR6
FGF7
TLR8
CILP2
AGBL4
STX2
PHTF2
FAM151A
SPP1
PLEKHS1
FYCO1
ERCC4
PDPR
CDHR5
OR9G1
UCP3
DIS3
CCKBR
PIH1D2
SLC6A17
AATK
CATSPER3
NAV3
ZC3H3
SLURP1
HYDIN
CLCN6
VAT1
SYT13
WWP2
DDX27
INPP5B
MVK
HIVEP1
STAT2
KIAA1210
UBASH3B
GYG1
ZNF697
ATP13A3
RTL1
ADH4
ATP6V1A
FRMPD2
FLNB
AKR1B15
TRAPPC2L
ZNF460
PPP2CB
MBD3L1
PCSK4
BRD9
KLHL40
PPFIBP2
LTBP3
MADD
KRT72
ABCA6
OR8G5
MICAL3
ABHD17C
WDFY4
PI4K2B
OR12D3
NOX3
YTHDC2
PLEKHA7
MEIOC
NRSN2
HERC4
ARMCX2
OR51M1
RAB3GAP1
MMP27
CPEB3
NTN1
SLC35E1
SEZ6L2
LIMK2
ASXL2
PLD4
KLK6
H2AC6
FAM111B
ANKRD18A
GBA2
SHPRH
LANCL2
UNC93A
KCNQ2
DACT3
CCDC141
NEUROD4
OR10S1
PTPRJ
TRIM44
SAMD9
TTC39A
ALDH1A1
ALDH16A1
RIMKLA
SRRM2
PRKAR1B
ERN2
ALG14
LRRC58
LILRB2
OR2G3
BARD1
GUCY2D
FUT9
CUL4B
GPR63
SMARCE1
GSX2
MYT1
ALDH2
HTT
KIF17
SOS2
CCDC40
MAGEE1
GNA13
PCDHGA7
OR6C6
FH
LRPPRC
CFAP61
AHR
C10orf67
DOK5
ZNF81
CASP1
KLHL36
TCF20
CFD
OR2T8
SAMD4A
PCDHGA4
NUBP1
TECPR2
AAMP
INPP5D
LRP2
NSD2
FOXP4
C16orf96
CCDC8
PDE2A
GTPBP3
SPSB2
WIPF2
RAPGEF6
MRTFA
MYO3A
NCAPG
SLC4A4
SPANXD
TRIM10
OR6P1
EXOC3L2
DCLK1
VOPP1
SDHAF2
RIMS4
PLCB1
KDSR
RFC3
DEFB105B
NFILZ
ZAR1
DRD2
PROM1
NBEAL1
MSI1
DENND6B
BRAF
TNFAIP3
NRG3
PCDHA7
NEK10
UCKL1
PLEC
SERPINF2
PSG3
DCUN1D1
SF1
ADAMTS1
DNASE1L2
INPP4A
CREBBP
C8orf88
ZMYM4
KCNJ3
ZNF596
DSG1
PFKFB1
EXOG
GLUD2
RUNDC3B
PRL
ABCF2
SGSM2
CCDC91
RAB3GAP2
A4GALT
HBG1
SYNE2
PCDHB5
TOP2A
FOXD4
TNFSF13B
EPHB1
OR5AS1
CFAP92
MYO18A
ZBBX
ZNF280B
ESPL1
RPRD1A
ZNRF3
C1orf167
HAUS7
ERG
PPP1R9A
PCSK7
ZNF611
FOXA3
OR4D5
MTF2
DDX53
KLK11
HORMAD1
ARMC10
RFXAP
CCDC116
FTH1
SP1
COG1
OR6J1
ARGFX
GZMB
SLC4A9
PCDH19
KRAS
NEK7
ITGA2B
TENT2
USP54
FOXD4L3
AQP6
CMKLR1
WDR72
FLG
CR1
AKAP11
AEBP1
CD300LB
NYAP2
PCDHGA11
LCK
SPTBN2
ABI3BP
COL9A1
KRT78
CACNG3
LZTR1
OPN4
CARMIL2
CD79A
LAMC2
TERF2
WNK2
PTPN13
CCDC88A
NFE2L2
KIF26A
NAA35
BCAN
CDH1
BOD1L1
AMER1
BRINP1
TTC21B
TMSB4X
TRAF3
TBC1D3B
RBM19
DYRK1A
TMEM127
RHOU
DNAAF9
LTK
OR5D13
FANCC
BABAM2
OR5AN1
EVC2
OTOP2
GNAQ
PTPRU
CHSY3
MEGF8
CFHR2
GRK6
VNN1
PMS2
SEMG2
ZNF131
ABCA8
CHST3
CFAP73
RALGAPA2
SFPQ
BICRA
RTKN
KEAP1
OR4C16
PCDH8
PRICKLE1
SND1
XPNPEP2
STIL
CCDC172
ZC3H11C
LENG8
CBLN2
MOB1A
OR51S1
DCAF11
AXIN1
GIMAP8
KRT82
OR11H12
PRSS35
DCX
ZC3H12B
PARD3B
FAM13C
KLHL13
CHRDL1
RPS6KA2
AQP8
MGRN1
SGIP1
LRRC24
SYBU
SMIM21
SPDYE21
RNF19A
NONO
ODF4
OC90
ATP2A1
WDR90
TSSK1B
EPRS1
RPS3A
MAPK8IP3
PIEZO2
PTF1A
LILRA5
UVRAG
DSP
CA2
GCSAML
PRKCG
ZNF106
ZNF467
RARA
ACVR2A
SMAD3
SLC37A1
SMG8
SCTR
EXOC6B
TJP2
ELP3
TBR1
SUSD6
PKD2L1
DPYSL4
AKNAD1
PKMYT1
ENPP1
FAHD1
LRIG3
EFR3A
GRHPR
NPRL3
RAG1
RIOK1
PTMA
ZNF83
TLN2
SHC3
OSBPL8
ACD
POLR3A
MTCH2
ADAMTS3
ITGAL
SRSF6
MX1
MMP10
KYNU
MYEOV
ZNF195
POU2F1
SELENOP
KIF26B
TAF7
POLRMT
MAN2C1
LLGL2
ANO2
ZNF71
ATP1B1
NLRP7
XAB2
ZNF510
PLEKHA4
HIPK1
LRRC55
SPATA20
DDX5
HMGN2
PRDM10
KANSL2
RGS6
CATSPERG
XRN2
PICALM
SCLT1
STAB2
CBY2
CNPY4
ABCC3
NPFFR2
PRSS16
AKT1S1
NISCH
HNF4G
KRT13
TPH2
ZNF232
OVGP1
PPIL2
KLRF2
HTR3B
HDAC6
SHB
SCG2
IKZF1
PCDHB13
JAK1
RPGRIP1L
AMFR
CYP4X1
OR4D9
KRTAP15-1
PRDM2
EIF5A
GPC3
GPR6
DEFB116
HSF2
CENPB
PACS1
KCNA6
ZNF711
CTRL
OR52N4
TEX13C
LRRC71
ADCK2
ATRNL1
OPHN1
CDR2L
NHS
ZNF69
TAF6L
NTRK3
OR2M7
PTPRR
NPEPPS
HIVEP3
POU2AF1
CDH2
LRRC4B
SMOC1
ADAM11
MAN2A2
TTC32
BRD7
KCTD1
BBS9
SERPINA3
VEPH1
HTR7
EPHA1
DENND1C
TERT
PPP1R17
ARHGAP45
POTEF
VCP
SLC22A16
CLK1
FBLN1
NBPF9
TMEM256
KCND2
KMT2D
ADRA1A
OPRM1
KCNJ18
NIT2
SLC25A5
TPCN1
TRIML2
SOHLH2
LRP1
SULT1B1
IGSF22
PHOX2B
ZNHIT1
QKI
KDM5C
AKAP13
NCAPD2
FCHO2
NRP1
VWA3B
IPO7
CCDC102B
ZNF550
NES
OR2A25
CYP2C19
CPNE8
GRM8
FAM86B1
TRADD
CHGB
ELF4
HBS1L
FAR1
PHLDB1
HGF
SPTBN4
KDM6B
SCN4A
JAKMIP1
ANLN
IQCN
BUD31
SH3PXD2A
SMTNL2
SNW1
RSPH10B
NAA15
GPR135
THSD7B
ITGB6
COQ6
CDKL2
ZNF98
FAM107A
GLP2R
HCK
DMRTA2
BEND4
AP1S3
HBD
CS
NTSR1
NINL
P4HTM
UAP1L1
ARFGEF2
KDM7A
SDSL
BAZ2B
C3orf20
DSPP
MLH3
DDX51
GABRB1
MAGEF1
PCSK9
APOE
SULT1C4
PALM3
MYCN
OR4X2
SLC25A3
NOTCH3
TBC1D8B
SUFU
EDC4
SHROOM4
CIC
DARS2
MTREX
KLF3
CDH13
INTS5
SIGLEC10
MYCL
KCNH3
GSDMA
ZFAT
AWAT1
PCNX1
KIAA1549
SLC25A52
ZNF862
HSD17B4
NRG1
CD300E
ABT1
GOLGA6L2
TBRG4
PCMT1
RABGAP1
TUBGCP2
NPC1L1
GALNS
IRF2
SV2A
DNMT3L
KIR3DL1
SMPD4
CADM2
APBA1
PTPN23
FKBP15
HS3ST2
GRM6
LARP1B
DGCR2
ZNF260
TNR
IFITM3
MACF1
NDNF
CLCN7
COG2
CSRNP3
KRT76
H2AC14
TAF11L2
RBMS3
KBTBD3
SMO
PSMD9
GLE1
CACNB2
CDC14C
ZNF827
TET1
NAV2
CACNA1I
KRTAP19-7
CDKAL1
NUDT7
DUSP2
PSD2
ZKSCAN4
RBM24
SLC25A20
NUMB
NKD1
CENPJ
CEMP1
ZNF202
ZNF764
ZSCAN10
EFCC1
HIC2
FOXO1
ERVV-1
SDC4
EMID1
REST
PLXDC2
GRM1
MYO6
HAX1
N6AMT1
VPS50
ZNF626
C1orf94
PRLHR
MYO1F
IGFBP2
TOPBP1
BICC1
RHOA
ZNF736
CKAP2
KLHL34
TNRC6C
PLCE1
HEATR5A
MAEL
SLC4A10
ARHGAP25
CLEC1A
CHM
ADGRB2
LIPF
PTPRZ1
